X,Y,OBJECTID,GlobalID,CreationDate,Creator,EditDate,Editor,case_number,crime_category,crime_code,crime_description,crime_type,reported_block_address,city_of_incident,city,district,reported_date,reported_year,reported_month,reported_day,reported_hour,reported_dayofwk,latitude,longitude,agency,updated_date
-78.649060812,35.7493921600001,576005,28efbff6-4d20-4c24-9911-6de59e3ede21,2020/04/17 04:00:03.164+00,RaleighGIS,2020/04/17 04:00:03.164+00,RaleighGIS,P20018894,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,2500 BLOCK S SAUNDERS ST,RALEIGH,RALEIGH,Southwest,2020/04/16 16:45:00+00,2020,4,16,12,Thursday,35.7493921600001,-78.649060812,RPD,2020/04/16 21:30:52.489+00
-78.6490097499999,35.747292357,576012,31c75d59-8952-4f18-b9c8-7cb138c2850e,2020/04/17 04:00:03.164+00,RaleighGIS,2020/04/17 04:00:03.164+00,RaleighGIS,P20018923,ASSAULT,25F,Assault/Intimidation-Communicating Threats,CRIMES AGAINST PERSONS,2600 BLOCK S SAUNDERS ST,RALEIGH,RALEIGH,Southwest,2020/04/16 19:36:00+00,2020,4,16,15,Thursday,35.747292357,-78.6490097499999,RPD,2020/04/16 21:33:06.657+00
-78.618520333,35.831077937,576013,7bfb598e-eeea-40c5-b9d7-93e1bac855c9,2020/04/17 04:00:03.164+00,RaleighGIS,2020/04/17 04:00:03.164+00,RaleighGIS,P20018925,LARCENY FROM MV,35F,Larceny/Theft from Motor Vehicle,CRIMES AGAINST PROPERTY,3500 BLOCK WAKE FOREST RD,RALEIGH,RALEIGH,North,2020/04/16 19:25:00+00,2020,4,16,15,Thursday,35.831077937,-78.6185203329999,RPD,2020/04/17 00:19:46.937+00
-78.639236218,35.777627124,576019,0a8d03a8-c7d6-49c3-bce1-0b2e1100f3d8,2020/04/17 04:00:03.164+00,RaleighGIS,2020/04/17 04:00:03.164+00,RaleighGIS,P20018942,LARCENY,35C,Larceny/Shoplifting,CRIMES AGAINST PROPERTY,200 BLOCK FAYETTEVILLE ST,RALEIGH,RALEIGH,Downtown,2020/04/16 21:55:00+00,2020,4,16,17,Thursday,35.777627124,-78.639236218,RPD,2020/04/16 23:14:11.009+00
-78.5536732529999,35.786708725,576025,049798e4-4e81-48b0-bb94-6e380ed01da9,2020/04/17 04:00:03.164+00,RaleighGIS,2020/04/17 04:00:03.164+00,RaleighGIS,P20018962,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,200 BLOCK KINGS PKWY,RALEIGH,RALEIGH,Southeast,2020/04/17 00:37:00+00,2020,4,16,20,Thursday,35.786708725,-78.5536732529999,RPD,2020/04/17 03:58:00.003+00
-78.614893208,35.785905213,576027,96c87d2e-c0e0-4b6a-b278-af6abdefd1a6,2020/04/17 04:00:03.164+00,RaleighGIS,2020/04/17 04:00:03.164+00,RaleighGIS,P20018968,ROBBERY,20B,Robbery/From Person,CRIMES AGAINST PROPERTY,1900 BLOCK BOOKER DR,RALEIGH,RALEIGH,Southeast,2020/04/17 01:22:00+00,2020,4,16,21,Thursday,35.785905213,-78.614893208,RPD,2020/04/17 03:42:48.427+00
-78.634021463,35.765388735,576028,ac81680a-85a8-43c3-8c6f-f33e1b8a3718,2020/04/17 04:00:03.164+00,RaleighGIS,2020/04/17 04:00:03.164+00,RaleighGIS,P20018969,ASSAULT,25E,Assault/Simple,CRIMES AGAINST PERSONS,1200 BLOCK S BLOODWORTH ST,RALEIGH,RALEIGH,Downtown,2020/04/17 01:32:00+00,2020,4,16,21,Thursday,35.765388735,-78.634021463,RPD,2020/04/17 03:56:25.150+00
-78.632423345,35.780988747,576029,837e72dd-8b80-40d4-ae82-bf2c58a8c678,2020/04/17 04:00:03.164+00,RaleighGIS,2020/04/17 04:00:03.164+00,RaleighGIS,P20018975,ALL OTHER OFFENSES,80A,All Other/All Other Offenses,,400 BLOCK E EDENTON ST,RALEIGH,RALEIGH,Downtown,2020/04/17 03:14:00+00,2020,4,16,23,Thursday,35.780988747,-78.632423345,RPD,2020/04/17 03:56:54.907+00
,,576030,60dfd039-50ed-4941-b1be-7d7e51466cd0,2020/04/17 04:00:03.164+00,RaleighGIS,2020/04/17 04:00:03.164+00,RaleighGIS,,MISCELLANEOUS,81A,Miscellaneous/All Other Non-Offenses,,,,RALEIGH,Downtown,2020/04/16 18:41:00+00,2020,4,16,14,Thursday,0,0,RPD,2020/04/16 20:22:50.180+00
,,576037,71beca11-140e-49e0-8b4c-f1fe0b205913,2020/04/17 04:00:03.164+00,RaleighGIS,2020/04/17 04:00:03.164+00,RaleighGIS,,MISCELLANEOUS,81A,Miscellaneous/All Other Non-Offenses,,,,RALEIGH,North,2020/04/16 17:52:00+00,2020,4,16,13,Thursday,0,0,RPD,2020/04/16 19:53:13.267+00
,,576038,237de101-4ca1-42d3-b1bb-d44c43d60600,2020/04/17 04:00:03.164+00,RaleighGIS,2020/04/17 04:00:03.164+00,RaleighGIS,,MISCELLANEOUS,81A,Miscellaneous/All Other Non-Offenses,,,,RALEIGH,North,2020/04/16 21:28:00+00,2020,4,16,17,Thursday,0,0,RPD,2020/04/17 02:44:14.609+00
,,576044,6665aab2-5568-4992-81c0-e94c767e76ce,2020/04/17 04:00:03.164+00,RaleighGIS,2020/04/17 04:00:03.164+00,RaleighGIS,,MISCELLANEOUS,81A,Miscellaneous/All Other Non-Offenses,,,,RALEIGH,Southwest,2020/04/16 18:08:00+00,2020,4,16,14,Thursday,0,0,RPD,2020/04/16 20:49:32.103+00
,,576047,46660139-6852-460e-af75-47339d2c1387,2020/04/17 04:00:03.164+00,RaleighGIS,2020/04/17 04:00:03.164+00,RaleighGIS,,MISCELLANEOUS,81B,Miscellaneous/Deceased Person,,,,RALEIGH,North,2020/04/16 20:29:00+00,2020,4,16,16,Thursday,0,0,RPD,2020/04/17 02:51:45.523+00
,,576048,e5e5b2d4-ca68-4c3a-9ff6-6e740c536928,2020/04/17 04:00:03.164+00,RaleighGIS,2020/04/17 04:00:03.164+00,RaleighGIS,,MISCELLANEOUS,81B,Miscellaneous/Deceased Person,,,,RALEIGH,Southeast,2020/04/16 09:29:00+00,2020,4,16,5,Thursday,0,0,RPD,2020/04/16 18:04:03.560+00
,,576049,4c885092-7d05-4dd2-b6bd-3ed5f6f6fc47,2020/04/17 04:00:03.164+00,RaleighGIS,2020/04/17 04:00:03.164+00,RaleighGIS,,MISCELLANEOUS,81C,Miscellaneous/Found Property,,,,RALEIGH,Downtown,2020/04/16 14:25:00+00,2020,4,16,10,Thursday,0,0,RPD,2020/04/16 21:06:50.903+00
,,576050,5829c080-0e6c-4152-ab83-76adf9cba1cf,2020/04/17 04:00:03.164+00,RaleighGIS,2020/04/17 04:00:03.164+00,RaleighGIS,,MISCELLANEOUS,81C,Miscellaneous/Found Property,,,,RALEIGH,Southeast,2020/04/16 16:53:00+00,2020,4,16,12,Thursday,0,0,RPD,2020/04/16 23:02:16.947+00
,,576051,e55effc8-95e8-4f30-8d4f-d8224599c985,2020/04/17 04:00:03.164+00,RaleighGIS,2020/04/17 04:00:03.164+00,RaleighGIS,,MISCELLANEOUS,81C,Miscellaneous/Found Property,,,,RALEIGH,Southwest,2020/04/16 19:55:00+00,2020,4,16,15,Thursday,0,0,RPD,2020/04/16 21:58:09.733+00
,,576052,30edd96c-b76c-4c9e-b8be-7e716f38df71,2020/04/17 04:00:03.164+00,RaleighGIS,2020/04/17 04:00:03.164+00,RaleighGIS,,MISCELLANEOUS,81G,Miscellaneous/Missing Person (17 & under),,,,RALEIGH,Southeast,2020/04/17 02:17:00+00,2020,4,16,22,Thursday,0,0,RPD,2020/04/17 03:50:58.507+00
-78.695645683,35.750522457,576248,cd47fe27-782a-42bd-ac7b-ba706b539a97,2020/04/21 04:00:42.271+00,RaleighGIS,2020/04/21 04:00:42.271+00,RaleighGIS,P20019374,LARCENY FROM MV,35F,Larceny/Theft from Motor Vehicle,CRIMES AGAINST PROPERTY,1900 BLOCK WOLFTECH LN,RALEIGH,RALEIGH,Southwest,2020/04/20 06:50:00+00,2020,4,20,2,Monday,35.750522457,-78.695645683,RPD,2020/04/21 02:01:27.580+00
-78.6563414999999,35.7901999420001,576250,a2d27517-f2cb-41f5-b422-6bf6d126e266,2020/04/21 04:00:42.271+00,RaleighGIS,2020/04/21 04:00:42.271+00,RaleighGIS,P20019376,VANDALISM,80B,All Other/Damage to Property (minor),,700 BLOCK SMALLWOOD DR,RALEIGH,RALEIGH,Southwest,2020/04/20 07:50:00+00,2020,4,20,3,Monday,35.7901999420001,-78.6563414999999,RPD,2020/04/21 01:52:37.693+00
-78.595089925,35.761966853,576256,d3197f6b-22a4-49a8-8e01-514b85778f6f,2020/04/21 04:00:42.271+00,RaleighGIS,2020/04/21 04:00:42.271+00,RaleighGIS,P20019395,LARCENY FROM MV,35F,Larceny/Theft from Motor Vehicle,CRIMES AGAINST PROPERTY,2800 BLOCK GLADSTONE DR,RALEIGH,RALEIGH,Southeast,2020/04/20 12:48:00+00,2020,4,20,8,Monday,35.761966853,-78.595089925,RPD,2020/04/21 01:42:11.897+00
-78.558304994,35.885455619,576259,65ce0ca0-ed3c-46c5-9e81-7ddaaca4b516,2020/04/21 04:00:42.271+00,RaleighGIS,2020/04/21 04:00:42.271+00,RaleighGIS,P20019401,ALL OTHER OFFENSES,80A,All Other/All Other Offenses,,8200 BLOCK MERRIWEATHER CIR,RALEIGH,RALEIGH,Northeast,2020/04/20 14:32:00+00,2020,4,20,10,Monday,35.885455619,-78.558304994,RPD,2020/04/20 18:17:50.077+00
-78.627935168,35.73496722,576276,0cd42fd7-b17a-4081-9e11-8a1aca0bc100,2020/04/21 04:00:42.271+00,RaleighGIS,2020/04/21 04:00:42.271+00,RaleighGIS,P20019451,WEAPONS VIOLATION,51C,Weapons/Shots Fired,CRIMES AGAINST SOCIETY,3300 BLOCK GARNER RD,RALEIGH,RALEIGH,Downtown,2020/04/20 19:40:00+00,2020,4,20,15,Monday,35.73496722,-78.627935168,RPD,2020/04/20 21:09:33.737+00
-78.764519574,35.910335908,576282,fa1209c0-73d9-40f8-b1bf-5a0498da15bb,2020/04/21 04:00:42.271+00,RaleighGIS,2020/04/21 04:00:42.271+00,RaleighGIS,P20019465,VANDALISM,80B,All Other/Damage to Property (minor),,7400 BLOCK ACC BLVD,RALEIGH,RALEIGH,Northwest,2020/04/20 22:48:00+00,2020,4,20,18,Monday,35.910335908,-78.764519574,RPD,2020/04/20 23:41:09.213+00
,,576300,d543897f-1d15-4d3d-baad-a3005e2fed11,2020/04/21 04:00:42.271+00,RaleighGIS,2020/04/21 04:00:42.271+00,RaleighGIS,,MISCELLANEOUS,81A,Miscellaneous/All Other Non-Offenses,,,,RALEIGH,Downtown,2020/04/20 05:20:00+00,2020,4,20,1,Monday,0,0,RPD,2020/04/21 02:20:50.357+00
,,576343,0973888a-ad17-483e-8f63-d27469431c98,2020/04/21 04:00:42.271+00,RaleighGIS,2020/04/21 04:00:42.271+00,RaleighGIS,,MISCELLANEOUS,81A,Miscellaneous/All Other Non-Offenses,,,,RALEIGH,Southwest,2020/04/20 16:20:00+00,2020,4,20,12,Monday,0,0,RPD,2020/04/21 02:23:24.510+00
,,576347,18bae9f2-451c-4560-b3f6-1680be30a5a2,2020/04/21 04:00:42.271+00,RaleighGIS,2020/04/21 04:00:42.271+00,RaleighGIS,,MISCELLANEOUS,81B,Miscellaneous/Deceased Person,,,,RALEIGH,Northeast,2020/04/20 12:18:00+00,2020,4,20,8,Monday,0,0,RPD,2020/04/20 21:51:56.727+00
,,576350,292049b1-14ec-46de-834d-437de8323c52,2020/04/21 04:00:42.271+00,RaleighGIS,2020/04/21 04:00:42.271+00,RaleighGIS,,MISCELLANEOUS,81B,Miscellaneous/Deceased Person,,,,RALEIGH,Southeast,2020/04/20 11:57:00+00,2020,4,20,7,Monday,0,0,RPD,2020/04/20 21:23:08.769+00
,,576357,51b2cff7-5a31-46e5-86dc-6862fc27b905,2020/04/21 04:00:42.271+00,RaleighGIS,2020/04/21 04:00:42.271+00,RaleighGIS,,MISCELLANEOUS,81C,Miscellaneous/Found Property,,,,RALEIGH,Southwest,2020/04/20 19:58:00+00,2020,4,20,15,Monday,0,0,RPD,2020/04/21 02:27:24.773+00
-78.600021923,35.811122588,576425,6cc4f62b-ffd8-498b-8dc0-df7e13bad87d,2020/04/22 04:00:03.958+00,RaleighGIS,2020/04/22 04:00:03.958+00,RaleighGIS,P20019497,ASSAULT,25F,Assault/Intimidation-Communicating Threats,CRIMES AGAINST PERSONS,2600 BLOCK APPLIANCE CT,RALEIGH,RALEIGH,Northeast,2020/04/21 04:27:00+00,2020,4,21,0,Tuesday,35.811122588,-78.600021923,RPD,2020/04/21 08:37:39.703+00
-78.627507501,35.830292392,576426,2a52cad7-7e72-465f-9485-fb3a32ddf022,2020/04/22 04:00:03.958+00,RaleighGIS,2020/04/22 04:00:03.958+00,RaleighGIS,P20019498,BURGLARY/RESIDENTIAL,30B,Burglary/Residential,CRIMES AGAINST PROPERTY,3300 BLOCK QUAIL HOLLOW DR,RALEIGH,RALEIGH,North,2020/04/21 04:18:00+00,2020,4,21,0,Tuesday,35.830292392,-78.627507501,RPD,2020/04/21 19:43:40.750+00
-78.627507501,35.830292392,576427,063ac260-c045-40d3-883a-79ecc07f2977,2020/04/22 04:00:03.958+00,RaleighGIS,2020/04/22 04:00:03.958+00,RaleighGIS,P20019498,VANDALISM,80B,All Other/Damage to Property (minor),,3300 BLOCK QUAIL HOLLOW DR,RALEIGH,RALEIGH,North,2020/04/21 04:18:00+00,2020,4,21,0,Tuesday,35.830292392,-78.627507501,RPD,2020/04/21 19:43:40.750+00
-78.604538627,35.779715256,576434,7cfb26d5-a56c-48e1-be22-8427c90880b0,2020/04/22 04:00:03.958+00,RaleighGIS,2020/04/22 04:00:03.958+00,RaleighGIS,P20019505,BURGLARY/COMMERCIAL,30A,Burglary/Commercial or Non-Residential,CRIMES AGAINST PROPERTY,2100 BLOCK NEW BERN AVE,RALEIGH,RALEIGH,Southeast,2020/04/21 07:21:00+00,2020,4,21,3,Tuesday,35.779715256,-78.604538627,RPD,2020/04/21 20:58:03.129+00
-78.6512612929999,35.777138376,576436,38a3ff73-afe8-4c28-b01d-d5d3e549c5c8,2020/04/22 04:00:03.958+00,RaleighGIS,2020/04/22 04:00:03.958+00,RaleighGIS,P20019507,VANDALISM,80B,All Other/Damage to Property (minor),,700 BLOCK MOUNTFORD ST,RALEIGH,RALEIGH,Downtown,2020/04/21 08:39:00+00,2020,4,21,4,Tuesday,35.777138376,-78.6512612929999,RPD,2020/04/22 02:01:44.297+00
-78.584165571,35.8325551180001,576437,c60029b6-b6f5-4307-9cb2-4736f159476b,2020/04/22 04:00:03.958+00,RaleighGIS,2020/04/22 04:00:03.958+00,RaleighGIS,P20019508,BURGLARY/COMMERCIAL,30A,Burglary/Commercial or Non-Residential,CRIMES AGAINST PROPERTY,3800 BLOCK CAPITAL BLVD,RALEIGH,RALEIGH,North,2020/04/21 07:58:00+00,2020,4,21,3,Tuesday,35.8325551180001,-78.584165571,RPD,2020/04/21 19:49:37.847+00
-78.7120237629999,35.826016699,576442,07baf648-2933-45a3-8985-583e2f6d93fe,2020/04/22 04:00:03.958+00,RaleighGIS,2020/04/22 04:00:03.958+00,RaleighGIS,P20019532,BURGLARY/RESIDENTIAL,30B,Burglary/Residential,CRIMES AGAINST PROPERTY,3300 BLOCK MILL RUN,RALEIGH,RALEIGH,Northwest,2020/04/21 13:17:00+00,2020,4,21,9,Tuesday,35.826016699,-78.7120237629999,RPD,2020/04/21 19:58:30.020+00
-78.571975155,35.8118362370001,576443,317fd78f-739f-4451-89a9-5dfdec2ce031,2020/04/22 04:00:03.958+00,RaleighGIS,2020/04/22 04:00:03.958+00,RaleighGIS,P20019533,LARCENY FROM MV,35F,Larceny/Theft from Motor Vehicle,CRIMES AGAINST PROPERTY,4000 BLOCK NORTHSTONE DR,RALEIGH,RALEIGH,Northeast,2020/04/21 13:14:00+00,2020,4,21,9,Tuesday,35.8118362370001,-78.571975155,RPD,2020/04/21 18:19:13.957+00
-78.652573551,35.731295898,576448,6e8e39dc-c1fc-4edb-a344-12ce8326aed2,2020/04/22 04:00:03.958+00,RaleighGIS,2020/04/22 04:00:03.958+00,RaleighGIS,P20019545,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,500 BLOCK TRYON RD,RALEIGH,RALEIGH,Southwest,2020/04/21 13:30:00+00,2020,4,21,9,Tuesday,35.731295898,-78.652573551,RPD,2020/04/21 21:58:02.740+00
-78.652573551,35.731295898,576449,e3829b5d-f923-4d7d-beee-116a69c266ff,2020/04/22 04:00:03.958+00,RaleighGIS,2020/04/22 04:00:03.958+00,RaleighGIS,P20019545,VANDALISM,80B,All Other/Damage to Property (minor),,500 BLOCK TRYON RD,RALEIGH,RALEIGH,Southwest,2020/04/21 13:30:00+00,2020,4,21,9,Tuesday,35.731295898,-78.652573551,RPD,2020/04/21 21:58:02.740+00
-78.5798367909999,35.844801336,576452,c8f6abdd-bf25-436f-b6ea-adc3f6a1a9ba,2020/04/22 04:00:03.958+00,RaleighGIS,2020/04/22 04:00:03.958+00,RaleighGIS,P20019550,LARCENY,35C,Larceny/Shoplifting,CRIMES AGAINST PROPERTY,4500 BLOCK CAPITAL BLVD,RALEIGH,RALEIGH,Northeast,2020/04/21 14:51:00+00,2020,4,21,10,Tuesday,35.844801336,-78.5798367909999,RPD,2020/04/21 18:27:28.089+00
-78.5871218309999,35.845684781,576454,d140d113-d786-453f-9bc3-23d1ce75e605,2020/04/22 04:00:03.958+00,RaleighGIS,2020/04/22 04:00:03.958+00,RaleighGIS,P20019555,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,3000 BLOCK CALVARY DR,RALEIGH,RALEIGH,North,2020/04/21 14:51:00+00,2020,4,21,10,Tuesday,35.845684781,-78.5871218309999,RPD,2020/04/21 22:03:53.267+00
-78.6003368469999,35.8217797390001,576457,62ca7312-4647-485e-a5f8-d8367b17bb5b,2020/04/22 04:00:03.958+00,RaleighGIS,2020/04/22 04:00:03.958+00,RaleighGIS,P20019565,LARCENY FROM MV,35F,Larceny/Theft from Motor Vehicle,CRIMES AGAINST PROPERTY,3000 BLOCK GLENRIDGE DR,RALEIGH,RALEIGH,North,2020/04/21 16:35:00+00,2020,4,21,12,Tuesday,35.8217797390001,-78.6003368469999,RPD,2020/04/21 22:04:17.763+00
-78.539525543,35.7973782070001,576458,61d42562-f237-4f15-99db-39f2b3356296,2020/04/22 04:00:03.958+00,RaleighGIS,2020/04/22 04:00:03.958+00,RaleighGIS,P20019568,EXTORTION,61M,Extortion/Blackmail,CRIMES AGAINST PROPERTY,1100 BLOCK COVE BRIDGE RD,RALEIGH,RALEIGH,Northeast,2020/04/21 15:25:00+00,2020,4,21,11,Tuesday,35.7973782070001,-78.539525543,RPD,2020/04/21 18:31:21+00
-78.559690114,35.8286055410001,576461,25d81268-125d-4c7d-9968-0661d2024800,2020/04/22 04:00:03.958+00,RaleighGIS,2020/04/22 04:00:03.958+00,RaleighGIS,P20019582,FRAUD,56C,Fraud/ID Theft,CRIMES AGAINST PROPERTY,3800 BLOCK CHARLESTON PARK DR,RALEIGH,RALEIGH,Northeast,2020/04/21 17:58:00+00,2020,4,21,13,Tuesday,35.8286055410001,-78.559690114,RPD,2020/04/21 18:31:02.853+00
-78.584955925,35.779591038,576463,ac71d3a5-3eed-4376-ae66-42a10bb0b149,2020/04/22 04:00:03.958+00,RaleighGIS,2020/04/22 04:00:03.958+00,RaleighGIS,P20019584,FRAUD,56C,Fraud/ID Theft,CRIMES AGAINST PROPERTY,200 BLOCK SWINBURNE ST,RALEIGH,RALEIGH,Southeast,2020/04/21 16:17:00+00,2020,4,21,12,Tuesday,35.779591038,-78.584955925,RPD,2020/04/22 03:30:09.377+00
-78.63225125,35.740544809,576470,1fd467e8-de2a-4074-83eb-72e5c5141e09,2020/04/22 04:00:03.958+00,RaleighGIS,2020/04/22 04:00:03.958+00,RaleighGIS,P20019606,ALL OTHER OFFENSES,80D,All Other/Trespassing,,2800 BLOCK MARION RD,RALEIGH,RALEIGH,Downtown,2020/04/21 18:57:00+00,2020,4,21,14,Tuesday,35.740544809,-78.63225125,RPD,2020/04/22 00:08:06.260+00
-78.721199828,35.782055407,576471,dee23a49-4496-4a33-8282-2daa6bb449ab,2020/04/22 04:00:03.958+00,RaleighGIS,2020/04/22 04:00:03.958+00,RaleighGIS,P20019608,LARCENY FROM MV,35F,Larceny/Theft from Motor Vehicle,CRIMES AGAINST PROPERTY,4800 BLOCK BLUE BIRD CT,RALEIGH,RALEIGH,Southwest,2020/04/21 20:02:00+00,2020,4,21,16,Tuesday,35.782055407,-78.721199828,RPD,2020/04/22 00:54:36.760+00
-78.562278013,35.8469023650001,576475,15639190-1207-47fa-baba-54ec3acd8d11,2020/04/22 04:00:03.958+00,RaleighGIS,2020/04/22 04:00:03.958+00,RaleighGIS,P20019616,FRAUD,56B,Fraud/Credit Card-ATM Fraud,CRIMES AGAINST PROPERTY,4200 BLOCK FOX RD,RALEIGH,RALEIGH,Northeast,2020/04/21 21:00:00+00,2020,4,21,17,Tuesday,35.8469023650001,-78.562278013,RPD,2020/04/21 23:50:26.049+00
-78.629314832,35.774488872,576476,6dd413dd-a923-42c9-87fb-40ceaca3192c,2020/04/22 04:00:03.958+00,RaleighGIS,2020/04/22 04:00:03.958+00,RaleighGIS,P20019619,ALL OTHER OFFENSES,80D,All Other/Trespassing,,400 BLOCK S SWAIN ST,RALEIGH,RALEIGH,Downtown,2020/04/21 21:21:00+00,2020,4,21,17,Tuesday,35.7744888720001,-78.629314832,RPD,2020/04/21 23:26:33.283+00
-78.694556153,35.7500352750001,576478,e560c562-a80a-46d5-8843-1b9b6081b3e6,2020/04/22 04:00:03.958+00,RaleighGIS,2020/04/22 04:00:03.958+00,RaleighGIS,P20019625,LARCENY FROM MV,35G,Larceny/Theft of MV Parts-Accessories,CRIMES AGAINST PROPERTY,2000 BLOCK TECHNOLOGY WOODS DR,RALEIGH,RALEIGH,Southwest,2020/04/21 22:32:00+00,2020,4,21,18,Tuesday,35.7500352750001,-78.694556153,RPD,2020/04/21 23:32:54.649+00
-78.5400364339999,35.796268055,576483,a61e48f7-b56a-401c-9417-08753855fcb7,2020/04/22 04:00:03.958+00,RaleighGIS,2020/04/22 04:00:03.958+00,RaleighGIS,P20019635,ASSAULT,25E,Assault/Simple,CRIMES AGAINST PERSONS,1000 BLOCK COVE BRIDGE RD,RALEIGH,RALEIGH,Northeast,2020/04/22 00:58:00+00,2020,4,21,20,Tuesday,35.796268055,-78.5400364339999,RPD,2020/04/22 03:26:26.420+00
-78.5696894129999,35.832804378,576484,28f7f2e5-eda4-425e-91e3-16b064a3f5cd,2020/04/22 04:00:03.958+00,RaleighGIS,2020/04/22 04:00:03.958+00,RaleighGIS,P20019641,DRUGS,54D,Drug Violation/Misdemeanor,CRIMES AGAINST SOCIETY,3800 BLOCK ST JAMES CHURCH RD,RALEIGH,RALEIGH,Northeast,2020/04/22 02:37:00+00,2020,4,21,22,Tuesday,35.832804378,-78.5696894129999,RPD,2020/04/22 03:17:11.917+00
-78.5879274919999,35.8237946570001,576486,50520866-8825-4517-8092-7608d7f1d649,2020/04/22 04:00:03.958+00,RaleighGIS,2020/04/22 04:00:03.958+00,RaleighGIS,P20019646,ASSAULT,25E,Assault/Simple,CRIMES AGAINST PERSONS,3200 BLOCK CAPITAL BLVD,RALEIGH,RALEIGH,North,2020/04/22 02:49:00+00,2020,4,21,22,Tuesday,35.8237946570001,-78.5879274919999,RPD,2020/04/22 03:43:08.417+00
,,576489,3abcf486-17d5-4ebd-beaf-8bbc3bd6950f,2020/04/22 04:00:03.958+00,RaleighGIS,2020/04/22 04:00:03.958+00,RaleighGIS,,MISCELLANEOUS,81A,Miscellaneous/All Other Non-Offenses,,,,RALEIGH,Downtown,2020/04/21 14:41:00+00,2020,4,21,10,Tuesday,0,0,RPD,2020/04/21 21:59:14.840+00
,,576491,f716f215-cffe-4045-a8fa-5f036816fdce,2020/04/22 04:00:03.958+00,RaleighGIS,2020/04/22 04:00:03.958+00,RaleighGIS,,MISCELLANEOUS,81A,Miscellaneous/All Other Non-Offenses,,,,RALEIGH,Northeast,2020/04/21 15:40:00+00,2020,4,21,11,Tuesday,0,0,RPD,2020/04/21 23:42:44.513+00
,,576493,5fba57b7-0a99-47bb-8276-8f2555117282,2020/04/22 04:00:03.958+00,RaleighGIS,2020/04/22 04:00:03.958+00,RaleighGIS,,MISCELLANEOUS,81A,Miscellaneous/All Other Non-Offenses,,,,RALEIGH,North,2020/04/21 23:12:00+00,2020,4,21,19,Tuesday,0,0,RPD,2020/04/22 01:30:49.813+00
,,576495,d9a6c3a2-84cd-4c27-904b-ee93543b1e2e,2020/04/22 04:00:03.958+00,RaleighGIS,2020/04/22 04:00:03.958+00,RaleighGIS,,MISCELLANEOUS,81A,Miscellaneous/All Other Non-Offenses,,,,RALEIGH,North,2020/04/21 23:43:00+00,2020,4,21,19,Tuesday,0,0,RPD,2020/04/22 01:23:53.843+00
,,576496,5a99f874-9a30-42db-aef3-f3c7a3c1ebf2,2020/04/22 04:00:03.958+00,RaleighGIS,2020/04/22 04:00:03.958+00,RaleighGIS,,MISCELLANEOUS,81A,Miscellaneous/All Other Non-Offenses,,,,RALEIGH,North,2020/04/21 23:43:00+00,2020,4,21,19,Tuesday,0,0,RPD,2020/04/22 03:21:10.753+00
,,576502,f224942e-2230-4c52-84d6-3f1b0e28acfb,2020/04/22 04:00:03.958+00,RaleighGIS,2020/04/22 04:00:03.958+00,RaleighGIS,,MISCELLANEOUS,81A,Miscellaneous/All Other Non-Offenses,,,,RALEIGH,Southwest,2020/04/21 09:22:00+00,2020,4,21,5,Tuesday,0,0,RPD,2020/04/21 10:46:46.577+00
,,576503,73c8e257-cfc2-43e8-a3db-55f8fefe5a70,2020/04/22 04:00:03.958+00,RaleighGIS,2020/04/22 04:00:03.958+00,RaleighGIS,,MISCELLANEOUS,81A,Miscellaneous/All Other Non-Offenses,,,,RALEIGH,Southwest,2020/04/21 15:23:00+00,2020,4,21,11,Tuesday,0,0,RPD,2020/04/21 23:46:43.637+00
,,576504,363ca301-6c9a-4fe1-a06d-f50a5d359789,2020/04/22 04:00:03.958+00,RaleighGIS,2020/04/22 04:00:03.958+00,RaleighGIS,,MISCELLANEOUS,81A,Miscellaneous/All Other Non-Offenses,,,,RALEIGH,Southwest,2020/04/21 18:03:00+00,2020,4,21,14,Tuesday,0,0,RPD,2020/04/21 22:04:16.110+00
,,576505,3914d7e9-a450-4fab-ba25-8afb0f138291,2020/04/22 04:00:03.958+00,RaleighGIS,2020/04/22 04:00:03.958+00,RaleighGIS,,MISCELLANEOUS,81B,Miscellaneous/Deceased Person,,,,RALEIGH,North,2020/04/21 14:57:00+00,2020,4,21,10,Tuesday,0,0,RPD,2020/04/21 21:20:58.329+00
,,576506,b056d924-859f-479e-a1a5-2fafa2a24f9c,2020/04/22 04:00:03.958+00,RaleighGIS,2020/04/22 04:00:03.958+00,RaleighGIS,,MISCELLANEOUS,81B,Miscellaneous/Deceased Person,,,,RALEIGH,Southwest,2020/04/21 16:21:00+00,2020,4,21,12,Tuesday,0,0,RPD,2020/04/21 21:20:32.480+00
,,576507,f8d1b596-c4e5-4591-8e32-50695d2dff09,2020/04/22 04:00:03.958+00,RaleighGIS,2020/04/22 04:00:03.958+00,RaleighGIS,,MISCELLANEOUS,81C,Miscellaneous/Found Property,,,,RALEIGH,Downtown,2020/04/21 17:30:00+00,2020,4,21,13,Tuesday,0,0,RPD,2020/04/21 22:03:02.273+00
