OBJECTID,HSISID,NAME,ADDRESS1,ADDRESS2,CITY,STATE,POSTALCODE,PHONENUMBER,RESTAURANTOPENDATE,FACILITYTYPE,PERMITID,X,Y,GEOCODESTATUS
1325234,04092020982,Food Lion #815 Deli ,2837 WENDELL Blv ,,WENDELL,NC,27591-6904,(919) 365-3002,2000/07/01 00:00:00+00,Food Stand,10035,-78.38037181,35.79568777,M
1325235,04092017726,Whole Foods Market #10611 Meat/Seafood,5055 Arco ST ,,CARY,NC,27519,(984) 228-0300,2017/11/03 00:00:00+00,Restaurant,10036,-78.88191924,35.83347908,M
1325236,04092018322,TEDDY'S PIZZA & PASTA,5563 WESTERN BLVD ,STE 9-A,RALEIGH,NC,27606-1595,(919) 233-9144,2020/02/13 00:00:00+00,Restaurant,10040,-78.72051017,35.78412594,M
1325237,04092017703,Coastal Cafe,3030 Slater RD ,,MORRISVILLE,NC,27650,(984) 833-5700,2017/10/03 00:00:00+00,Restaurant,10043,-78.8272941,35.86836765,M
1325238,04092017702,Tropical Smoothie Cafe,1009-120 Stadium DR ,,WAKE FOREST,NC,27587,(919) 371-4358,2017/10/05 00:00:00+00,Restaurant,10042,-78.52993342,35.99015656,M
1325239,04092013885,Rudino's Parkside,4022 Village Park Dr ,,KNIGHTDALE,NC,27545,(919) 261-0143,2003/08/29 00:00:00+00,Restaurant,10047,-78.49683785,35.79808616,M
1325240,04092013935,PAPA JOHN'S ,238 Grande Heights Dr ,,CARY,NC,27511,(919) 462-1441,2003/11/13 00:00:00+00,Restaurant,10051,-78.7805746,35.804703,M
1325241,04092017864,Take 5 Cafe Raleigh,8529 Six Forks RD ,BUILDING 4,RALEIGH,NC,27615,(919) 349-0055,2018/06/21 00:00:00+00,Restaurant,10065,-78.65050621,35.8951772,M
1325242,04092017650,CONNECTIONS CAFE,8000 PURFOY RD ,,FUQUAY-VARINA,NC,27526,,2017/07/25 00:00:00+00,Restaurant,10067,-78.77357718,35.57846701,M
1325243,04092016686,ALPACA PERUVIAN CHARCOAL CHICKEN,9575 CHAPEL HILL  RD ,,MORRISVILLE,NC,27560,(919) 378-9259,2014/04/28 00:00:00+00,Restaurant,10070,-78.81120699,35.8045716,M
1325244,04092015676,ROADRUNNERS PIZZA,8420-120 LOUISBURG RD ,,RALEIGH,NC,27616,(919) 266-7606,2010/07/23 00:00:00+00,Restaurant,10058,-78.51092096,35.89413592,M
1325245,04092030320,BAOZI (WCID #579),6909 GLENWOOD AVE ,,RALEIGH,NC,27602,(919) 307-8870,2016/12/20 00:00:00+00,Mobile Food Units,10080,-78.71371863,35.86286681,M
1325246,04092017810,Cafe Capistrano,"8471   Garvey  St, Ste 113",,RALEIGH,NC,27616,(919) 872-1127,2018/03/23 00:00:00+00,Restaurant,10071,-78.56786149,35.89607573,M
1325247,04092014492,Brasa Brazilian Steakhouse,8551 Brier Creek PKY ,,RALEIGH,NC,27617,(919) 544-3344,2006/02/02 00:00:00+00,Restaurant,10083,-78.78334742,35.90685073,M
1325248,04092020996,Food Lion #723 Deli ,7053 KNIGHTDALE BLVD ,,KNIGHTDALE,NC,27545-8800,(919) 266-5164,2000/07/01 00:00:00+00,Food Stand,10085,-78.4900383,35.7998273,M
1325249,04092022020,Harris Teeter #304 Meat/Seafood,4221 Corners PKY ,,RALEIGH,NC,27616,(919) 596-5399,2017/07/13 00:00:00+00,Food Stand,10103,-78.78791806,35.91890974,M
1325250,04092025256,Dank Burrito @ TCo,500 E Davie ST ,Ste. 132,RALEIGH,NC,27601,(919) 917-7521,2019/04/17 00:00:00+00,Food Stand,10106,-78.63206132,35.77487463,M
1325251,04092015200,NEW YORK DINER,909-1 MCKNIGHT DR ,,KNIGHTDALE,NC,27545,(919) 217-0838,2008/08/20 00:00:00+00,Restaurant,10081,-78.49218524,35.79586021,M
1325252,04092022016,CHILD CARE SERVICES ASSOCIATION,1305 GLENWOOD AVE ,,RALEIGH,NC,27605,(919) 754-3651,2017/05/30 00:00:00+00,Food Stand,10111,-78.64721776,35.79543828,M
1325253,04092016345,VIVO RISTORANTE,7400 SIX FORKS  RD ,STE 2,RALEIGH,NC,27615,(919) 845-6700,2013/01/24 00:00:00+00,Restaurant,10120,-78.64526778,35.88157372,M
1325254,04092017333,AMC Holly Springs 9,320 GRAND HILL PL ,,HOLLY SPRINGS,NC,27540,(919) 285-0580,2016/09/29 00:00:00+00,Restaurant,10140,-78.8436742,35.66711942,M
1325255,04092017965,Chipotle #3266,4421-120 Six Forks RD ,,RALEIGH,NC,27609,(919) 785-3316,2018/10/17 00:00:00+00,Restaurant,10082,-78.64257479,35.83992724,M
1325256,04092017617,JERSEY MIKE'S 3157,1009-116 STADIUM DR ,,WAKE FOREST,NC,27587,(919) 277-0623,2017/05/16 00:00:00+00,Restaurant,10108,-78.52993342,35.99015656,M
1325257,04092017878,Bartaco North Hills,4121 Main at North Hills ST ,,RALEIGH,NC,27609,(919) 626-8226,2018/06/27 00:00:00+00,Restaurant,10143,-78.64323049,35.83718561,M
1325258,04092300148,Food Lion #1481 Meat Market ,7713 LEAD MINE RD ,,RALEIGH,NC,27615-4805,(919) 518-1607,2000/07/01 00:00:00+00,Meat Market,10147,-78.66044244,35.88617531,T
1325259,04092300150,Food Lion #1374 Meat Market,9525 STRICKLAND RD ,,RALEIGH,NC,27615-1936,(919) 676-0141,2000/07/01 00:00:00+00,Meat Market,10148,-78.65461142,35.89932701,M
1325260,04092300152,Food Lion #247 Meat Market,4510 Capital Blv ,,RALEIGH,NC,27604-4353,(919) 876-8126,2000/07/01 00:00:00+00,Meat Market,10149,-78.57896604,35.84571366,M
1325261,04092018285,Golden Krust,4412 FAYETTEVILLE RD,,RALEIGH,NC,27603,(919) 322-4191,2020/01/02 00:00:00+00,Restaurant,10142,-78.65422945,35.71957864,M
1325262,04092300173,Food Lion #727 Meat Market ,900 NE MAYNARD RD ,,CARY,NC,27513-4163,(919) 460-6274,2002/06/18 00:00:00+00,Meat Market,10150,-78.76838489,35.80043169,M
1325263,04092300176,Food Lion #816 Meat Market,2861 JONES FRANKLIN RD ,,RALEIGH,NC,27606-4346,(919) 233-9708,2000/07/01 00:00:00+00,Meat Market,10151,-78.73773412,35.74361197,M
1325264,04092025238,Publix 1551 Meat,9640 Leesville RD ,,RALEIGH,NC,27613,(919) 848-3480,2018/11/26 00:00:00+00,Food Stand,10160,-78.72728627,35.90563318,M
1325265,04092300178,Food Lion #723 Meat Market ,7053 Us 64 Hwy E,,KNIGHTDALE,NC,27545-8800,(919) 266-5164,2000/07/01 00:00:00+00,Meat Market,10152,0,0,U
1325266,04092014456,#1 CHINA,764 W Williams ST ,,APEX,NC,27502,(919) 362-6887,2005/12/27 00:00:00+00,Restaurant,10163,-78.86276064,35.73803218,M
1325267,04092014458,Bojangles #36,8680 Glenwood AVE ,,RALEIGH,NC,27612,(919) 277-0600,2005/12/05 00:00:00+00,Restaurant,10164,-78.74320443,35.88674606,M
1325268,04092030342,Cousin's Maine Lobster #1 (WCID # 610),Mobile Food Unit,,WAKE FOREST,NC,27587,(919) 559-2673,2017/07/13 00:00:00+00,Mobile Food Units,10189,0,0,U
1325269,04092016789,KINGS BOWL,141 PARK AT NORTH HILLS STREET,,RALEIGH,NC,27609,(919) 600-5700,2014/10/17 00:00:00+00,Restaurant,10194,-78.63884173,35.83739486,M
1325270,04092016632,Driftwood Cantina,8460 HONEYCUTT RD ,STE 112,RALEIGH,NC,27615,(919) 977-8360,2014/02/24 00:00:00+00,Restaurant,10195,-78.62166097,35.89510574,M
1325271,04092300274,SAM'S CLUB #6976 MEAT MARKET,11460 ROYAL COTTON RD ,,WAKE FOREST,NC,27587,(919) 263-6134,2016/08/22 00:00:00+00,Meat Market,10207,-78.53862938,35.95675315,M
1325272,04092021752,HARRIS TEETER #395 PRODUCE,1432 BROGDEN WOODS DR ,,WAKE FOREST,NC,27587,(919) 870-4980,2013/08/19 00:00:00+00,Food Stand,10209,-78.69147726,35.99120973,M
1325273,04092015843,CHINA MOON,7983 FAYETTEVILLE RD ,,RALEIGH,NC,27603-5631,(919) 661-7778,2010/12/23 00:00:00+00,Restaurant,10210,-78.69742539,35.66508155,M
1325274,04092018204,Rosewater Kitchen and Bar,110 PARK AT NORTH HILLS ST,,RALEIGH,NC,27609,(919) 424-7886,2019/10/18 00:00:00+00,Restaurant,10219,-78.64031556,35.83755332,M
1325275,04092160065,BROOKDALE CARY FOOD SERVICE,7870 CHAPEL HILL RD ,,CARY,NC,27573,(919) 852-1355,2008/09/19 00:00:00+00,Institutional Food Service,10220,-78.76164216,35.79641259,M
1325276,04092110520,PAVE SE Raleigh Charter School Cafeteria,3420  Idlewood Village DR ,,RALEIGH,NC,27610,(919) 446-4777,2017/08/17 00:00:00+00,Public School Lunchrooms,10223,-78.61938355,35.73686881,M
1325277,04092110525,Apex Friendship Middle School Cafeteria,7701 Humie Olive RD ,,APEX,NC,27502,(919) 694-8960 ext. 27722,2018/07/19 00:00:00+00,Public School Lunchrooms,10225,-78.91098202,35.70021278,M
1325278,04092025255,Harris Teeter Meat/Seafood #498,1371 E Broad ST ,,FUQUAY-VARINA,NC,27526,(919) 567-7423,2019/04/18 00:00:00+00,Food Stand,10230,-78.77604319,35.59548799,M
1325279,04092015201,Tony's Pizza,8111 ROWLOCK  WAY ,SUITE C-1,RALEIGH,NC,27613,(919) 571-3588,2008/08/21 00:00:00+00,Restaurant,10234,-78.73779147,35.88567278,M
1325280,04092300288,Cary African and Caribbean Market,1435 SE Maynard ST ,,CARY,NC,27511,(919) 462-3500,2019/04/05 00:00:00+00,Meat Market,10231,-78.76384442,35.79193542,M
1325281,04092017335,NEW CHINA CHEF,1769 W WILLIAMS ST ,,APEX,NC,27523-9315,(919) 363-8885,2016/10/04 00:00:00+00,Restaurant,10240,-78.87770701,35.75964934,M
1325282,04092021003,Food Lion #434 Deli,1338 N MAIN ST ,,FUQUAY VARINA,NC,27526-2617,(919) 552-1388,2000/07/01 00:00:00+00,Food Stand,10247,-78.77764359,35.59047244,M
1325283,04092300170,Food Lion #649 Meat Market ,2720 LAKE WHEELER RD ,,RALEIGH,NC,27603-5861,(919) 755-3856,2000/07/01 00:00:00+00,Meat Market,10250,-78.68034061,35.74405959,M
1325284,04092030411,Gym Tacos (WCID #699),2161 S Wilmington ST ,,RALEIGH,NC,27603,(919) 600-8708,2019/04/18 00:00:00+00,Mobile Food Units,10232,-78.64171063,35.75324624,M
1325285,04092030507,Sushi Mamas #1 (WCID #797),8320 Litchford RD ,Suite 108,RALEIGH,NC,27615,(919) 880-5598,2020/12/01 00:00:00+00,Mobile Food Units,10257,-78.59988229,35.89223772,M
1325286,04092015537,IHOP,1301 KILDAIRE FARM RD ,,CARY,NC,27511,(919) 469-1835,2009/12/11 00:00:00+00,Restaurant,10259,-78.78262706,35.76147699,M
1325287,04092018062,TWO GUYS GRILLE,4149 Davis DR ,,MORRISVILLE,NC,27560,(919) 462-9336,2019/02/26 00:00:00+00,Restaurant,10260,-78.85811603,35.8356265,M
1325288,04092011193,El Rodeo Restaurant,2404 Wake Forest Rd,,RALEIGH,NC,27608-1710,(919) 833-1460,1992/12/10 00:00:00+00,Restaurant,10266,-78.6259391,35.81378428,M
1325289,04092021333,Lowes Foods #218 Deli ,8201 Rowlock WAY ,,RALEIGH,NC,27612,(919) 792-0304,2005/06/16 00:00:00+00,Food Stand,10267,-78.73779147,35.88567278,M
1325290,04092018446,Grand Street Pizza,901 N SMITHFIELD RD ,,KNIGHTDALE,NC,27545,(919) 217-3410,2020/07/23 00:00:00+00,Restaurant,10289,-78.48796476,35.79576936,M
1325291,04092012113,China Chef,930 US 64 HWY W ,,APEX,NC,27523,(919) 468-8982,1997/08/08 00:00:00+00,Restaurant,10315,-78.82081015,35.74556916,M
1325292,04092021439,Sea Depot Seafood Market,750-G E Chatham ST ,,CARY,NC,27511,(919) 469-8889,2007/03/12 00:00:00+00,Food Stand,10282,-78.76489683,35.79185661,M
1325293,04092017746,Burger Fi,2052 RENAISSANCE PARK PL ,,CARY,NC,27513,(919) 659-8700,2017/11/29 00:00:00+00,Restaurant,10320,-78.77115656,35.82699882,M
1325294,04092018099,Layered Croissanterie,911 N WEST ST,107,RALEIGH,NC,27603-2576,(984) 200-1200,2019/05/15 00:00:00+00,Restaurant,10322,-78.64438198,35.79144303,M
1325295,04092014704,Red Robin #571,1431 Beaver Creek Commons ,,APEX,NC,27502,(919) 363-8599,2006/10/09 00:00:00+00,Restaurant,10324,-78.8826304,35.7473372,M
1325296,04092017882,Unwined on White,153 S White ST ,,WAKE FOREST,NC,27587,(919) 761-5049,2018/06/01 00:00:00+00,Restaurant,10331,-78.5096102,35.97799115,M
1325297,04092017883,Happy & Hale @ North Hills,200-101 Park at North Hills ST ,,RALEIGH,NC,27609,(984) 200-3802,2018/06/20 00:00:00+00,Restaurant,10330,-78.63780803,35.83639953,M
1325298,04092017879,Hi Poke,9573 Chapel Hill RD ,,Morrisville,NC,27560,(919) 650-3398,2018/05/30 00:00:00+00,Restaurant,10332,-78.81120699,35.8045716,M
1325299,04092030432,Panchos Tacos Y Tortas (WCID #718),209 E WILLIAMS ST,,APEX,NC,27502-2144,(919) 924-2772,2019/07/29 00:00:00+00,Mobile Food Units,10334,-78.85166433,35.72667689,M
1325300,04092017788,KING WOK,7405 SUNSET LAKE RD ,,FUQUAY VARINA,NC,27526,(919) 577-6852,2018/02/08 00:00:00+00,Restaurant,10339,-78.77604319,35.59548799,M
1325301,04092017996,Applebee's Grill and Bar,11805 Retail DR ,,WAKE FOREST,NC,27587-7352,(919) 488-0101,2018/12/12 00:00:00+00,Restaurant,10350,-78.54257336,35.96855168,M
1325302,04092300168,Food Lion #1589 Meat Market ,3417 N MAIN ST,,FUQUAY VARINA,NC,27526-7257,(919) 557-0555,2000/07/01 00:00:00+00,Meat Market,10358,-78.7258865,35.62516136,M
1325303,04092015007,Zaxby's of Knightdale,6702 Knightdale  BLVD ,,KNIGHTDALE,NC,27545,(919) 261-9995,2007/11/14 00:00:00+00,Restaurant,10363,-78.50401397,35.79659659,M
1325304,04092013959,Milton's Pizza & Pasta,14520 New Falls of Neuse RD ,,RALEIGH,NC,27614,(919) 570-9099,2003/12/23 00:00:00+00,Restaurant,10387,-78.54213039,35.94426307,M
1325305,04092015485,AVIATOR BREWING TAP HOUSE,600 E BROAD ST ,,FUQUAY VARINA,NC,27526,(919) 552-8826,2009/10/07 00:00:00+00,Restaurant,10399,-78.79392899,35.59279145,M
1325306,04092016569,HARRIS TEETER #395 DELI,1432 BROGDEN WOODS DR ,,WAKE FOREST,NC,27587,(919) 870-4980,2013/08/19 00:00:00+00,Restaurant,10400,-78.69147726,35.99120973,M
1325307,04092013505,Subway,2444 SW CARY PKY ,,CARY,NC,27513,(919) 467-3898,2002/01/25 00:00:00+00,Restaurant,10408,-78.82085718,35.76363975,M
1325308,04092011376,Conference Dining Services Facility,3000 New Bern AVE,,RALEIGH,NC,27610,(919) 350-8190,1993/10/21 00:00:00+00,Restaurant,10413,-78.58796297,35.78391423,M
1325309,04092030376,Trash Talk (WCID #315),2835 Milano AVE ,,APEX,NC,27502,(919) 337-5137,2018/08/09 00:00:00+00,Mobile Food Units,10420,-78.91723328,35.71512113,M
1325310,04092016030,DANTE'S ITALIANO,13200 NEW FALLS OF NEUSE RD ,STE 117-119,RALEIGH,NC,27614-8239,(919) 556-2146,2011/10/11 00:00:00+00,Restaurant,10422,-78.55981965,35.9407555,M
1325311,04092016249,JERSEY MIKES #3131,6176 FALLS OF NEUSE RD ,STE 104,RALEIGH,NC,27609,(919) 870-7827,2012/08/28 00:00:00+00,Restaurant,10433,-78.62017998,35.86657041,M
1325312,04092021687,PORT CITY JAVA EB2,890  OVAL DR ,,RALEIGH,NC,27695,(919) 513-2420,2011/09/13 00:00:00+00,Food Stand,10447,-78.67336429,35.77126962,M
1325313,04092030366,Party in a Pita (WCID #641),1208 Kent RD ,,RALEIGH,NC,27606,(919) 454-6923,2018/06/21 00:00:00+00,Mobile Food Units,10449,-78.69433427,35.78161781,M
1325314,04092300286,INTERFOOD PLAZA MEAT MARKET,2971 WENDELL BLVD ,,WENDELL,NC,27591,(919) 365-7555,2018/12/12 00:00:00+00,Meat Market,10450,-78.37651459,35.79041691,M
1325315,04092018524,Sonesta Select Raleigh Durham Airport Foodservice,2001 HOSPITALITY CT ,,MORRISVILLE,NC,27560-9129,(919) 467-9444,2021/02/05 00:00:00+00,Restaurant,10455,-78.81504946,35.85903283,M
1325316,04092016549,MAMMA  MIA ITALIAN BISTRO,708 LAURA DUNCAN  RD ,,APEX,NC,27502,(919) 363-2228,2013/11/25 00:00:00+00,Restaurant,10456,-78.84201223,35.73509961,M
1325317,04092018323,Sugar Magnolia Cafe,219 S WHITE ST ,,WAKE FOREST,NC,27587,(919) 435-4436,2020/02/18 00:00:00+00,Restaurant,10457,-78.50968138,35.97753302,M
1325318,04092015000,GRACE Christian School Kitchen,801  Buck Jones RD ,,RALEIGH,NC,27606,(919) 783-6618,2007/11/06 00:00:00+00,Restaurant,10458,-78.73693747,35.77190678,M
1325319,04092015991,BURGER KING #10775,636 W GANNON AVE ,,ZEBULON,NC,27595,(919) 404-1091,2011/09/08 00:00:00+00,Restaurant,10460,-78.32958448,35.82096151,M
1325320,04092017532,HOLLY SPRINGS GAS AND GROCERY,300 N MAIN ST ,,HOLLY SPRINGS,NC,27540-9195,(919) 762-7449,2017/03/06 00:00:00+00,Restaurant,10463,-78.83403944,35.65536219,M
1325321,04092018429,Bali Hai,9650 STRICKLAND RD,,RALEIGH,NC,27615,(984) 242-4314,2020/09/01 00:00:00+00,Restaurant,10480,-78.65677159,35.90420107,T
1325322,04092160074,TRANSITIONS LIFECARE,200 HOSPICE CIR ,,RALEIGH,NC,27607,(919) 828-8514,2009/12/14 00:00:00+00,Institutional Food Service,10496,-78.74157814,35.80732377,M
1325323,04092017216,SHEETZ #598,1885 N BROAD ST ,,FUQUAY-VARINA,NC,27526,(919) 567-1333,2016/04/22 00:00:00+00,Restaurant,10504,-78.80807717,35.61018975,M
1325324,04092017575,CHINA STAR,6109-110 ROCK QUARRY RD ,,RALEIGH,NC,27610,(919) 977-4678,2017/04/20 00:00:00+00,Restaurant,10487,-78.54947112,35.72561886,M
1325325,04092018306,MC Restaurant,324 S ACADEMY ST ,,CARY,NC,27511,(919) 302-3690,2020/01/27 00:00:00+00,Restaurant,10519,-78.78164208,35.78328321,M
1325326,04092030416,Paco's Tacos (WCID #703),518 E Williams ST ,,APEX,NC,27502,(919) 633-5880,2019/05/09 00:00:00+00,Mobile Food Units,10530,-78.84778574,35.72374776,M
1325327,04092022019,Harris Teeter #304 Starbucks,4221 Corners PKY ,,RALEIGH,NC,27616,(919) 596-5399,2017/07/13 00:00:00+00,Food Stand,10534,-78.78791806,35.91890974,M
1325328,04092017952,O-Ku,411 W Hargett ST ,,RALEIGH,NC,27603,,2018/09/28 00:00:00+00,Restaurant,10540,-78.64560424,35.77781639,M
1325329,04092015783,JUMBO CHINA RESTUARANT ,1518 BROAD ST ,,FUQUAY VARINA,NC,27526-8363,(919) 577-7098,2011/08/12 00:00:00+00,Restaurant,10495,-78.80361325,35.60361937,T
1325330,04092018083,The Blind Pelican,120 Bass Lake RD ,,Holly Springs,NC,27540,(984) 225-2471,2019/04/15 00:00:00+00,Restaurant,10541,-78.82480349,35.65381034,M
1325331,04092017469,TARGET CAFE #2721,3001 MARKET CENTER DR ,,MORRISVILLE,NC,27560,(919) 379-2180,2016/12/02 00:00:00+00,Restaurant,10544,-78.8158358,35.80562095,M
1325332,04092015316,TASU,8919 BRIER CREEK PKY ,,RALEIGH,NC,27617,(919) 544-8474,2009/01/05 00:00:00+00,Restaurant,10549,-78.79210079,35.89996272,M
1325333,04092015261,TROPICAL SMOOTHIE CAFE,1028 OBERLIN RD ,STE 232,RALEIGH,NC,27605,(919) 755-2222,2008/10/13 00:00:00+00,Restaurant,10558,-78.65845011,35.79783502,M
1325334,04092017341,FOX AND HOUND #65077,4158  MAIN AT NORTH HILLS ST ,SUITE 111,RALEIGH,NC,27609,(919) 781-4496,2016/10/18 00:00:00+00,Restaurant,10562,-78.64323049,35.83718561,M
1325335,04092030516,Nice Nuff Jamaican Cuisine (WCID #806),2201 S WILMINGTON ST,,RALEIGH,NC,27603-2559,(919) 931-1627,2021/01/21 00:00:00+00,Mobile Food Units,10565,-78.63902655,35.752054,M
1325336,04092018187,ZAXBY'S,1021 N HARRISON  AVE ,,RALEIGH,NC,27513,(919) 481-2070,2019/09/26 00:00:00+00,Restaurant,10564,-78.78302072,35.8036362,M
1325337,04092030359,Buoy Bowls #2 (WCID #630),2305 Speckled Alder CT ,,APEX,NC,27523,(919) 520-7748,2018/04/09 00:00:00+00,Mobile Food Units,10574,-78.88006476,35.75731862,M
1325338,04092021511,Harris Teeter #330 Produce,1151 Tryon Village DR ,,CARY,NC,27518,(919) 233-3476,2008/02/21 00:00:00+00,Food Stand,10580,-78.74322582,35.74716614,M
1325339,04092017025,THE BERKELEY CAFE,217 W MARTIN ST ,,RALEIGH,NC,27601,(919) 828-9190,2015/09/21 00:00:00+00,Restaurant,10584,-78.64280742,35.77679382,M
1325340,04092017303,SHEETZ #607,40 CABELA DR ,,GARNER,NC,27529,(919) 662-1390,2016/08/16 00:00:00+00,Restaurant,10586,-78.58532113,35.69803233,M
1325341,04092018276,Chuan Cafe,2004 NEW BERN AVE ,,RALEIGH,NC,27610,(919) 594-1772,2019/12/20 00:00:00+00,Restaurant,10591,-78.60562461,35.778714,M
1325342,04092017692,SPRING CAFE,2900 SPRING FOREST RD ,SUITE 104,RALEIGH,NC,27616-1895,(919) 977-3679,2017/10/06 00:00:00+00,Restaurant,10595,-78.59114174,35.85495156,M
1325343,04092021372,Edible Arrangements,6675 Falls of Neuse RD,,RALEIGH,NC,27615,(919) 845-7405,2006/03/27 00:00:00+00,Food Stand,10597,-78.62444941,35.87396756,M
1325344,04092012231,Knights Play Golf Center,2512 Ten Ten Rd,,APEX,NC,27502,(919) 303-3747,1998/04/27 00:00:00+00,Restaurant,10613,-78.81416503,35.71128448,M
1325345,04092018412,The Grand Marquise Ballroom,205 NEW FIDELITY CT,,GARNER,NC,27529,,2020/06/15 00:00:00+00,Restaurant,10616,-78.63155743,35.71328555,M
1325346,04092025330,Refuel 114,13250 NEW FALLS OF NEUSE  RD ,,RALEIGH,NC,27614,(919) 554-3148,2020/11/17 00:00:00+00,Food Stand,10629,-78.56042268,35.94164077,M
1325347,04092018314,TASTE,1912 BERNARD ST ,,RALEIGH,NC,27608,(919) 322-0518,2020/02/03 00:00:00+00,Restaurant,10645,-78.63053647,35.8074913,M
1325348,04092030519,Wakefield Tavern (WCID #809),13200 FALLS OF NEUSE RD,,RALEIGH,NC,27614,(919) 801-0322,2021/02/09 00:00:00+00,Mobile Food Units,10650,-78.55981965,35.9407555,M
1325349,04092017998,Applebee's Grill & Bar,6609 Knightdale BLVD ,,KNIGHTDALE,NC,27545,(919) 266-5939,2018/12/13 00:00:00+00,Restaurant,10654,-78.50745317,35.79704031,M
1325350,04092018320,Mecca Market,3913 Western BLVD ,,RALEIGH,NC,27606,(919) 613-1286,2020/02/07 00:00:00+00,Restaurant,10656,-78.69106881,35.78402232,M
1325351,04092030423,The Hot Dog Hub (WCID #707),2201 S Wilmington ST ,,RALEIGH,NC,27603,(910) 943-7074,2019/05/28 00:00:00+00,Mobile Food Units,10658,-78.63902655,35.752054,M
1325352,04092018329,Golden Corral - Capital Blvd #942,3424 CAPITAL BLVD ,,RALEIGH,NC,27604,(919) 872-0500,2020/03/02 00:00:00+00,Restaurant,10660,-78.58441249,35.82680494,M
1325353,04092021609,HAWKSNEST GRILL,201 SOCCER PARK  DR ,,CARY,NC,27513,(919) 452-8931,2010/03/19 00:00:00+00,Food Stand,10663,-78.75430206,35.78579776,M
1325354,04092013400,Woodland Terrace Independent Living Foodservices,300 KILDAIRE WOODS DR ,,CARY,NC,27511-7708,(919) 465-0356,2001/09/05 00:00:00+00,Restaurant,10666,-78.7790102,35.76613538,M
1325355,04092015826,Tuscan Blu,327 W. DAVIE ST ,STE 108,RALEIGH,NC,27601,(919) 834-5707,2010/11/19 00:00:00+00,Restaurant,10695,-78.64497472,35.7752364,M
1325356,04092021638,EDIBLE ARRANGEMENTS #391,944 GATEWAY COMMONS  CIR ,,WAKE FOREST,NC,27587,(919) 374-2960,2011/01/07 00:00:00+00,Food Stand,10703,-78.4951784,35.96732914,M
1325357,04092017577,ST. ROCH,223 S WILMINGTON ST ,,RALEIGH,NC,27601,(919) 322-0359,2017/04/20 00:00:00+00,Restaurant,10706,-78.63794241,35.77751377,M
1325358,04092017243,TENKO JAPAN,280 MEETING ST ,#103,CARY,NC,27518,(984) 200-0569,2016/06/17 00:00:00+00,Restaurant,10710,-78.74478781,35.75666346,M
1325359,04092014708,Starbucks Coffee #9364,2840 NC HWY 55,,CARY,NC,27519,(919) 387-3482,2006/10/23 00:00:00+00,Restaurant,10699,-78.8706007,35.78940016,M
1325360,04092017244,WHISKEY KITCHEN,201 W MARTIN ST ,,RALEIGH,NC,27601,(919) 803-3181,2016/06/17 00:00:00+00,Restaurant,10711,-78.64215374,35.77671492,M
1325361,04092016643,Pub 4100,4100 GLENWOOD AVE ,,RALEIGH,NC,27612-4626,(919) 782-8600,2014/02/26 00:00:00+00,Restaurant,10716,-78.67111738,35.8372393,M
1325362,04092017945,MCDONALDS #13362,4801 SW CARY  PKY ,,CARY,NC,27511,(919) 481-1500,2018/09/28 00:00:00+00,Restaurant,10727,-78.82984564,35.78912051,M
1325363,04092016045,Mandolin,2519 Fairview RD ,,RALEIGH,NC,27608,(919) 322-0365,2011/11/16 00:00:00+00,Restaurant,10728,-78.65518587,35.80902867,M
1325364,04092017252,WINGS OVER RALEIGH,2900-100 HILLSBOROUGH ST ,,RALEIGH,NC,27607,(919) 546-9111,2016/06/29 00:00:00+00,Restaurant,10702,-78.67505846,35.78933335,M
1325365,04092016945,PANERA #1806,1004 PARKSIDE MAIN ST ,,CARY,NC,27519,(919) 337-0020,2015/06/04 00:00:00+00,Restaurant,10731,-78.88643041,35.84618552,M
1325366,04092016838,PANERA #1813,6201 GLENWOOD AVE.,,RALEIGH,NC,27612,(919) 334-2726,2014/12/17 00:00:00+00,Restaurant,10739,-78.70383431,35.85593995,M
1325367,04092016458,CRAZY FIRE MONGOLIAN GRILL,13200 Strickland  RD ,Suite 110,RALEIGH,NC,27613-7538,(919) 866-1700,2013/07/01 00:00:00+00,Restaurant,10743,-78.72593809,35.90878313,M
1325368,04092018087,Big Eds Garner,231 Timber DR ,,GARNER,NC,27529,(919) 900-7764,2019/04/02 00:00:00+00,Restaurant,10749,-78.60613102,35.68500723,M
1325369,04092017122,BELLINI FINE ITALIAN CUISINE,107 S EDINBURGH DR ,SUITE 119,CARY,NC,27511,(919) 552-0303,2015/12/30 00:00:00+00,Restaurant,10744,-78.79822545,35.73935005,M
1325370,04092013574,Taco Bell #1872,6404 GLENWOOD AVE ,,RALEIGH,NC,27612-2620,(919) 787-9805,2002/05/10 00:00:00+00,Restaurant,10767,-78.70522304,35.85868466,M
1325371,04092013636,Armadillo Grill,439 GLENWOOD AVE ,,RALEIGH,NC,27603-1219,(919) 546-0555,2002/07/16 00:00:00+00,Restaurant,10770,-78.6476584,35.78604393,M
1325372,04092018074,PIZZERIA VERITAS,1260 NW Maynard RD ,,CARY,NC,27513,(919) 319-3232,2019/03/19 00:00:00+00,Restaurant,10772,-78.80932512,35.7848684,M
1325373,04092016744,McDonald's #5651,8305 Creedmoor  RD ,,RALEIGH,NC,27615,(919) 847-8111,2014/08/29 00:00:00+00,Restaurant,10774,-78.68140591,35.9003565,M
