OBJECTID;HSISID;NAME;ADDRESS1;ADDRESS2;CITY;STATE;POSTALCODE;PHONENUMBER;RestaurantOpenDate;FACILITYTYPE;PERMITID;X;Y;GEOCODESTATUS;geo_shape;geo_point_2d
1325689;04092021864;FOOD LION #938 PRODUCE;517 N MAIN ST;;HOLLY SPRINGS;NC;27540;(919) 557-1175;2015-07-28T22:00:00-04:00;Food Stand;12749;-78.83687096;35.65966057;M;"{""type"": ""Point"", ""coordinates"": [-78.8368736208121, 35.659667611528285]}";35.6596676115,-78.8368736208
1325692;04092110505;SCOTTS RIDGE ELEMENTARY CAFETERIA;6601 APEX BARBEQUE RD;;APEX;NC;27502;(919) 694-0300 ext. 20084;2015-07-30T22:00:00-04:00;Public School Lunchrooms;12747;0.0;0.0;U;;
1325697;04092018514;Urban Cafe;7810 POYNER POND CIR;Suite 100;RALEIGH;NC;27616;(919) 874-5017;2021-01-07T20:00:00-05:00;Restaurant;12778;-78.56916648;35.864642860000004;M;"{""type"": ""Point"", ""coordinates"": [-78.56916906814195, 35.86464996090766]}";35.8646499609,-78.5691690681
1325699;04092021815;HARRIS TEETER #430 - PRODUCE;885 WALNUT ST;;CARY;NC;27511;(919) 481-4251;2014-10-14T22:00:00-04:00;Food Stand;12788;-78.76561938;35.77485795;M;"{""type"": ""Point"", ""coordinates"": [-78.76562202671086, 35.774865020720235]}";35.7748650207,-78.7656220267
1325701;04092021737;CORNER KICK CAFE;200 SOCCER PARK  DR;;CARY;NC;27511;(919) 452-8931;2013-02-19T20:00:00-05:00;Food Stand;12801;-78.75415291;35.787467649999996;M;"{""type"": ""Point"", ""coordinates"": [-78.75415555802383, 35.78747472274301]}";35.7874747227,-78.754155558
1325709;04092300233;Fresh Market #8 Meat Market;3655 Cary PKY;;CARY;NC;27511;(919) 481-2865;2006-10-30T20:00:00-05:00;Meat Market;12839;0.0;0.0;U;;
1325712;04092016145;BUFFALO WILD WINGS #357;1300 VILLAGE MARKET PL;;MORRISVILLE;NC;27560;(919) 469-7872;2012-03-27T22:00:00-04:00;Restaurant;12876;-78.81477704;35.80605417;M;"{""type"": ""Point"", ""coordinates"": [-78.81477970759296, 35.806061253083655]}";35.8060612531,-78.8147797076
1325717;04092016799;KUMO SUSHI & HIBACHI;2916 N MAIN  ST;SUITE 112;FUQUAY-VARINA;NC;27526;(919) 986-0983;2014-11-03T20:00:00-05:00;Restaurant;12887;-78.7325945;35.61559182;M;"{""type"": ""Point"", ""coordinates"": [-78.73259713221834, 35.615598855744025]}";35.6155988557,-78.7325971322
1325718;04092110540;South Lakes Elementary School Cafeteria;190 SE FUQUAY VARINA PKWY;;FUQUAY VARINA;NC;27526;;2020-08-04T22:00:00-04:00;Public School Lunchrooms;12894;-78.74479554;35.5819439;M;"{""type"": ""Point"", ""coordinates"": [-78.74479817205233, 35.58195093095846]}";35.581950931,-78.7447981721
1325725;04092016667;ACC AMERICAN CAFE/LA TAPENADE;1600 JOHN BRANTLEY  BLVD;;MORRISVILLE;NC;27560;(919) 378-8437;2014-04-10T22:00:00-04:00;Restaurant;12924;-78.78942675;35.86970553;M;"{""type"": ""Point"", ""coordinates"": [-78.7894294080867, 35.86971262700475]}";35.869712627,-78.7894294081
1325727;04092014393;LongHorn Steakhouse #251;8121 Brier Creek PKY;;RALEIGH;NC;27617;(919) 484-7669;2005-10-02T22:00:00-04:00;Restaurant;12938;-78.78398096;35.90950546;M;"{""type"": ""Point"", ""coordinates"": [-78.78398361879016, 35.909512561746865]}";35.9095125617,-78.7839836188
1325732;04092110501;Vernon Malone College & Career Academy Cafeteria;2200 S. Wilmington St.;;RALEIGH;NC;27603;(919) 856-8119 ext. 24768;2014-06-29T22:00:00-04:00;Public School Lunchrooms;12952;-78.64408147;35.75226593;M;"{""type"": ""Point"", ""coordinates"": [-78.64408408364308, 35.752272999374696]}";35.7522729994,-78.6440840836
1325736;04092021486;Food Lion #2638 Deli/Bakery;6209 Rock Quarry RD;;RALEIGH;NC;27610;(919) 772-5894;2007-11-04T20:00:00-05:00;Food Stand;12964;-78.54796019;35.72312495;M;"{""type"": ""Point"", ""coordinates"": [-78.5479627678446, 35.723132024665574]}";35.7231320247,-78.5479627678
1325739;04092021972;CARROLL'S KITCHEN;19 E MARTIN ST;;RALEIGH;NC;27601;(919) 670-3622;2016-09-14T22:00:00-04:00;Food Stand;12979;-78.6384745;35.77708758;M;"{""type"": ""Point"", ""coordinates"": [-78.63847711082437, 35.77709466130029]}";35.7770946613,-78.6384771108
1325744;04092018153;Union Special;2409 CRABTREE BLVD;;RALEIGH;NC;27604;(984) 200-3094;2019-08-22T22:00:00-04:00;Restaurant;12989;-78.61383129;35.80541069;M;"{""type"": ""Point"", ""coordinates"": [-78.61383389145163, 35.80541777572689]}";35.8054177757,-78.6138338915
1325745;04092030520;Tacos Mexico (WCID #811);209 E WILLIAMS ST;;APEX;NC;27502;(919) 524-5014;2021-02-08T20:00:00-05:00;Mobile Food Units;13006;-78.85166433;35.72667689;M;"{""type"": ""Point"", ""coordinates"": [-78.85166699692493, 35.72668394906128]}";35.7266839491,-78.8516669969
1325746;04092025317;Northside Fish Market;2275 NEW HOPE CHURCH RD;;RALEIGH;NC;27604;(919) 850-0891;2020-07-27T22:00:00-04:00;Food Stand;13020;-78.60062749;35.83624718;M;"{""type"": ""Point"", ""coordinates"": [-78.60063008763096, 35.83625427195887]}";35.836254272,-78.6006300876
1325753;04092018411;Culver's of Fuquay Varina;1860 CINEMA DR;;FUQUAY VARINA;NC;27526;;2020-07-23T22:00:00-04:00;Restaurant;13049;-78.75373572;35.60142745;M;"{""type"": ""Point"", ""coordinates"": [-78.75373835598434, 35.60143448245766]}";35.6014344825,-78.753738356
1325755;04092014817;Kiko Japan Express;1018-C Shoppes At Midway DR;;KNIGHTDALE;NC;27545;(919) 217-3918;2007-02-19T20:00:00-05:00;Restaurant;13034;-78.50497023;35.79806831;M;"{""type"": ""Point"", ""coordinates"": [-78.50497280141389, 35.7980753996028]}";35.7980753996,-78.5049728014
1325757;04092014858;Moe's Southwest Grill #683;280 Meeting ST;Ste 101;CARY;NC;27518;(919) 854-1111;2007-04-29T22:00:00-04:00;Restaurant;13068;-78.74478781;35.75666346;M;"{""type"": ""Point"", ""coordinates"": [-78.74479045389995, 35.75667053202707]}";35.756670532,-78.7447904539
1325764;04092018294;Chick-Fil-A #4239;1010 FORESTVILLE RD;;WAKE FOREST;NC;27587;(919) 554-6995;2020-01-14T20:00:00-05:00;Restaurant;13108;-78.50659937;35.94595609;M;"{""type"": ""Point"", ""coordinates"": [-78.50660194985157, 35.94596321306782]}";35.9459632131,-78.5066019499
1325766;04092018063;Triangle Wine Company;4204 Lassiter RD;;Holly Springs;NC;27540;(919) 267-9830;2019-02-26T20:00:00-05:00;Restaurant;13114;-78.79440661;35.66435998;M;"{""type"": ""Point"", ""coordinates"": [-78.79440925659833, 35.66436703293]}";35.6643670329,-78.7944092566
1325781;04092110511;PLEASANT GROVE CHURCH ROAD ELEMENTARY CAFETERIA;3605 PLEASANT GROVE CHURCH RD;;CARY;NC;27560;(919) 694-8770 ext. 22843;2016-07-27T22:00:00-04:00;Public School Lunchrooms;13191;-78.82078848;35.88684252;M;"{""type"": ""Point"", ""coordinates"": [-78.82079114800548, 35.88684961572549]}";35.8868496157,-78.820791148
1325782;04092016421;MEI WEI ASIAN DINER;1424 N MAIN ST;;FUQUAY VARINA;NC;27526;(919) 762-7128;2013-05-06T22:00:00-04:00;Restaurant;13200;-78.77067049;35.59261337;M;"{""type"": ""Point"", ""coordinates"": [-78.77067312649444, 35.59262040868127]}";35.5926204087,-78.7706731265
1325784;04092014444;Taco Bell #22798;2207 S MAIN ST;;WAKE FOREST;NC;27587;(919) 554-4924;2005-12-04T20:00:00-05:00;Restaurant;13215;-78.53614532;35.94669513;M;"{""type"": ""Point"", ""coordinates"": [-78.53614790466055, 35.94670224475782]}";35.9467022448,-78.5361479047
1325786;04092018000;Vegan Community Kitchen;803 E Williams ST;;Apex;NC;27502;(919) 372-5027;2018-12-13T20:00:00-05:00;Restaurant;13231;-78.84409397;35.72219673;M;"{""type"": ""Point"", ""coordinates"": [-78.84409663350297, 35.72220378800113]}";35.722203788,-78.8440966335
1325789;04092016468;FIREBIRDS;3200 VILLAGE MARKET PL;;MORRISVILLE;NC;27560;(919) 653-0111;2013-07-25T22:00:00-04:00;Restaurant;13245;-78.81800343;35.80772157;M;"{""type"": ""Point"", ""coordinates"": [-78.8180060917426, 35.807728651198175]}";35.8077286512,-78.8180060917
1325791;04092021966;SPEEDWAY #8291;100 BROAD ST;;FUQUAY-VARINA;NC;27526;(919) 557-9480;2016-05-18T22:00:00-04:00;Food Stand;13235;-78.80112909;35.59923488;M;"{""type"": ""Point"", ""coordinates"": [-78.80113174201985, 35.59924191493048]}";35.5992419149,-78.801131742
1325793;04092016548;GARIBALDI TRATTORIA PIZZA E PASTA;900 N MAIN ST;;FUQUAY VARINA;NC;27526;(919) 552-8865;2014-06-12T22:00:00-04:00;Restaurant;13260;-78.78691241;35.59110944;M;"{""type"": ""Point"", ""coordinates"": [-78.78691505758539, 35.591116477034184]}";35.591116477,-78.7869150576
1325796;04092016804;THE GARDEN GRILLE & BAR;1500 RDU CENTER DR;;MORRISVILLE;NC;27560-8278;(919) 840-8088;2014-11-16T20:00:00-05:00;Restaurant;13289;-78.79604442;35.85106603;M;"{""type"": ""Point"", ""coordinates"": [-78.79604708175971, 35.851073120403335]}";35.8510731204,-78.7960470818
1325804;04092021860;LOWES FOODS #226 BEEF SHOP;8440 LOUISBURG RD;;RALEIGH;NC;27616;(919) 266-1031;2015-07-22T22:00:00-04:00;Food Stand;13323;-78.50930992;35.89359383;M;"{""type"": ""Point"", ""coordinates"": [-78.5093125003578, 35.89360093472772]}";35.8936009347,-78.5093125004
1325809;04092018419;BigFoot Taphouse;222 GLENWOOD AVE;109;RALEIGH;NC;27603;(919) 615-1774;2020-08-18T22:00:00-04:00;Restaurant;13412;-78.6469718;35.78363286;M;"{""type"": ""Point"", ""coordinates"": [-78.6469744119156, 35.78363994028644]}";35.7836399403,-78.6469744119
1325817;04092018547;Town Hall Burgers & Beer Raleigh;13100 Falls of Neuse RD;Suite 150;RALEIGH;NC;27614;;2020-12-06T20:00:00-05:00;Restaurant;13438;-78.56176411;35.94053786;M;"{""type"": ""Point"", ""coordinates"": [-78.56176670109761, 35.94054497246212]}";35.9405449725,-78.5617667011
1325821;04092030460;Fuegos (WCID #723);8013 Humie Olive  RD;;Apex;NC;27502;(919) 810-3733;2020-01-30T20:00:00-05:00;Mobile Food Units;13458;-78.91471071;35.70350517;M;"{""type"": ""Point"", ""coordinates"": [-78.91471339408265, 35.703512223074576]}";35.7035122231,-78.9147133941
1325822;04092015755;FIESTA MEXICANA #6;428 VILLAGE WALK DR;;HOLLY SPRINGS;NC;27540;(919) 346-1330;2011-06-16T22:00:00-04:00;Restaurant;13459;-78.83920922;35.63987917;M;"{""type"": ""Point"", ""coordinates"": [-78.83921188432463, 35.63988621087703]}";35.6398862109,-78.8392118843
1325827;04092017930;Lola's Beach Bar;1803 Glenwood Ave;;RALEIGH;NC;27608;(984) 222-3674;2018-08-23T22:00:00-04:00;Restaurant;13482;-78.64642665;35.8047453;M;"{""type"": ""Point"", ""coordinates"": [-78.64642926152726, 35.804752387391915]}";35.8047523874,-78.6464292615
1325828;04092017909;Taco Bell #34245;2304 Hillsborough ST;Ste 102;RALEIGH;NC;27607;(919) 803-7234;2018-08-07T22:00:00-04:00;Restaurant;13484;-78.66618308;35.78758054;M;"{""type"": ""Point"", ""coordinates"": [-78.66618569439159, 35.78758762438002]}";35.7875876244,-78.6661856944
1325829;04092110464;WAKELON ELEMENTARY SCH. LUNCHROOM;8921 PIPPIN RD.;;ZEBULON;NC;27597;(919) 404-3844 ext. 23230;2007-06-11T22:00:00-04:00;Public School Lunchrooms;13502;-78.33537224;35.85559212;M;"{""type"": ""Point"", ""coordinates"": [-78.33537475756054, 35.855599224568266]}";35.8555992246,-78.3353747576
1325831;04092014856;Schiano's Pizza Pasta & Grill #2;13220 Strickland  RD;Ste. 164;RALEIGH;NC;27613;(919) 847-3238;2007-04-26T22:00:00-04:00;Restaurant;13509;-78.72593809;35.90878313;M;"{""type"": ""Point"", ""coordinates"": [-78.72594073538552, 35.90879023796951]}";35.908790238,-78.7259407354
1325833;04092021939;DONOVAN'S DISH;800 W WILLIAMS ST;STE 112;APEX;NC;27502;(919) 651-8309;2016-02-07T20:00:00-05:00;Food Stand;13514;-78.86480181;35.73964723;M;"{""type"": ""Point"", ""coordinates"": [-78.86480448207932, 35.739654287454684]}";35.7396542875,-78.8648044821
1325843;04092018172;Jersey Boy Subs #001;943 E BROAD ST;;FUQUAY VARINA;NC;27526;(919) 552-8255;2019-09-05T22:00:00-04:00;Restaurant;13569;-78.78267467;35.59365948;M;"{""type"": ""Point"", ""coordinates"": [-78.78267731031336, 35.59366651287692]}";35.5936665129,-78.7826773103
1325845;04092017623;PRO'S EPICUREAN MARKET & CAFE;211 E CHATHAM ST;;CARY;NC;27511;(919) 377-1788;2017-06-19T22:00:00-04:00;Restaurant;13607;-78.77802091;35.78798563;M;"{""type"": ""Point"", ""coordinates"": [-78.77802356370118, 35.78799270906533]}";35.7879927091,-78.7780235637
1325859;04092025147;Papa John's #4838;1440 Brogden Woods DR;Suite 104;WAKE FOREST;NC;27587;(919) 532-2300;2017-10-16T22:00:00-04:00;Food Stand;13679;-78.69147726;35.99120973;M;"{""type"": ""Point"", ""coordinates"": [-78.6914799005208, 35.99121685092879]}";35.9912168509,-78.6914799005
1325863;04092300275;PUBLIX #1514 MEATS;1030 FORESTVILLE RD;;WAKE FOREST;NC;27587;(919) 556-6671;2016-08-29T22:00:00-04:00;Meat Market;13703;-78.5075981;35.94611021;M;"{""type"": ""Point"", ""coordinates"": [-78.50760067551131, 35.946117328474436]}";35.9461173285,-78.5076006755
1325872;04092030407;Oak City Fish and Chips #1 (WCID #697);2822 New Birch DR;Ste. 102;RALEIGH;NC;27610;(336) 587-1852;2019-03-27T21:00:00-04:00;Mobile Food Units;13748;-78.59888069;35.74570711;M;"{""type"": ""Point"", ""coordinates"": [-78.59888328622934, 35.745714180879965]}";35.7457141809,-78.5988832862
1325884;04092018146;FLAVORS KITCHEN;4051 Davis DR;;MORRISVILLE;NC;27560;(919) 388-9432;2019-08-01T22:00:00-04:00;Restaurant;13821;-78.85811603;35.835626500000004;M;"{""type"": ""Point"", ""coordinates"": [-78.85811870474475, 35.83563358340308]}";35.8356335834,-78.8581187047
1325891;04092018009;Asuka;2101 S MAIN ST;STE 104;WAKE FOREST;NC;27587;(919) 570-2828;2018-12-26T20:00:00-05:00;Restaurant;13845;-78.53310077;35.94802112;M;"{""type"": ""Point"", ""coordinates"": [-78.53310335539992, 35.948028235542935]}";35.9480282355,-78.5331033554
1325893;04092017829;DUNKIN DONUTS #347837;3511 KILDAIRE FARM RD;;CARY;NC;27518;(919) 367-9949;2018-04-23T22:00:00-04:00;Restaurant;13852;-78.79278417;35.70189107;M;"{""type"": ""Point"", ""coordinates"": [-78.7927868251767, 35.70189812235408]}";35.7018981224,-78.7927868252
1325899;04092025258;The Factory Ballfields Concession Stand;1845 Grandmark Street;;WAKE FOREST;NC;27587;;2019-04-29T22:00:00-04:00;Food Stand;13875;-78.52343343;35.94940141;M;"{""type"": ""Point"", ""coordinates"": [-78.52343600905955, 35.94940852757638]}";35.9494085276,-78.5234360091
1325900;04092018197;Sweetberry Bowls Holly Springs;150 W HOLLY SPRINGS RD;;HOLLY SPRINGS;NC;27540;;2019-10-10T22:00:00-04:00;Restaurant;13697;-78.83553072;35.65494576;M;"{""type"": ""Point"", ""coordinates"": [-78.83553337713633, 35.654952805885046]}";35.6549528059,-78.8355333771
1325904;04092030488;Lobster Dogs (WCID #779);10125 DIVISION DR;;RALEIGH;NC;27603-5664;(919) 523-4655;2020-07-22T22:00:00-04:00;Mobile Food Units;13883;-78.7114342;35.633982950000004;M;"{""type"": ""Point"", ""coordinates"": [-78.71143682216149, 35.63398999321413]}";35.6339899932,-78.7114368222
1325907;04092018192;Cava Midtown;1100 Merchantile DR;Suite 100;RALEIGH;NC;27609;(919) 276-4591;2019-09-30T22:00:00-04:00;Restaurant;13759;0.0;0.0;U;;
1325911;04092017213;PANERA BREAD #1869;15 CABELA DR;;GARNER;NC;27529;(919) 334-5762;2016-04-19T22:00:00-04:00;Restaurant;13916;-78.58701959;35.69767128;M;"{""type"": ""Point"", ""coordinates"": [-78.58702217790157, 35.697678338852135]}";35.6976783389,-78.5870221779
1325919;04092017871;BRIXX BRADFORD;14112 BRADFORD GREEN SQUARE;;CARY;NC;27519;(919) 336-1111;2018-07-01T22:00:00-04:00;Restaurant;13958;-78.84558396;35.79325638;M;"{""type"": ""Point"", ""coordinates"": [-78.8455866361009, 35.79326345171926]}";35.7932634517,-78.8455866361
1325927;04092017287;HARRIS TEETER #112 STARBUCKS;270 GRANDE HEIGHTS DR;;CARY;NC;27513;(919) 460-4326;2016-08-14T22:00:00-04:00;Restaurant;14026;-78.7805746;35.804702999999996;M;"{""type"": ""Point"", ""coordinates"": [-78.78057725465466, 35.80471008006374]}";35.8047100801,-78.7805772547
1325938;04092018495;Al Baraka Grill;3815 Hillsborough ST;;RALEIGH;NC;27607;(919) 838-5155;2020-11-15T20:00:00-05:00;Restaurant;14093;-78.68961815;35.794192699999996;M;"{""type"": ""Point"", ""coordinates"": [-78.68962077678513, 35.79419977863964]}";35.7941997786,-78.6896207768
1325944;04092017263;LOS POS;7256 GB ALFORD HWY;;HOLLY SPRINGS;NC;27540;(919) 762-7738;2016-07-11T22:00:00-04:00;Restaurant;14120;-78.83292783;35.63500069;M;"{""type"": ""Point"", ""coordinates"": [-78.83293049224031, 35.6350077341962]}";35.6350077342,-78.8329304922
1325946;04092015008;IHOP #3181;1150 Beaver Creek Commons  Dr;;APEX;NC;27502;(919) 387-8147;2007-11-13T20:00:00-05:00;Restaurant;14131;-78.87654743;35.74676581;M;"{""type"": ""Point"", ""coordinates"": [-78.87655011143273, 35.746772877823545]}";35.7467728778,-78.8765501114
1325947;04092018529;NC Museum of Art Exibit Cafe;2110 BLUE RIDGE RD;;RALEIGH;NC;27607-6433;(919) 696-0236;2021-02-09T20:00:00-05:00;Restaurant;14133;-78.72639679;35.81625173;M;"{""type"": ""Point"", ""coordinates"": [-78.7263994280416, 35.816258814058735]}";35.8162588141,-78.726399428
1325948;04092018531;Pizza Hut #37653;11480 CAPITAL BLVD;Suite 135;WAKE FOREST;NC;27587-4554;(919) 556-9190;2021-02-09T20:00:00-05:00;Restaurant;14135;-78.54051305;35.95710544;M;"{""type"": ""Point"", ""coordinates"": [-78.54051563681743, 35.957112561718816]}";35.9571125617,-78.5405156368
1325949;04092016870;Southern Foodservice Charter;4200 PARAMOUNT  PKY;;MORRISVILLE;NC;27560;(919) 460-7304;2015-02-10T20:00:00-05:00;Restaurant;14150;-78.83206286;35.86029687;M;"{""type"": ""Point"", ""coordinates"": [-78.83206553542169, 35.860303958998706]}";35.860303959,-78.8320655354
1325955;04092017841;CARY CRAB HOUSE;220 Crossroads BLVD;Unit 2460;CARY;NC;27518;(919) 233-9829;2018-04-17T22:00:00-04:00;Restaurant;14187;-78.73871452;35.76064286;M;"{""type"": ""Point"", ""coordinates"": [-78.73871715458904, 35.76064993114341]}";35.7606499311,-78.7387171546
1325961;04092017282;WENDY'S #6328;6611 GLENWOOD AVE;;RALEIGH;NC;27612;(919) 782-1065;2016-08-10T22:00:00-04:00;Restaurant;14227;-78.7086878;35.85971365;M;"{""type"": ""Point"", ""coordinates"": [-78.70869043438972, 35.859720739931]}";35.8597207399,-78.7086904344
1325964;04092017150;ARBYS #6768;1500 E WILLIAMS ST;;APEX;NC;27502;(919) 323-0295;2016-02-21T20:00:00-05:00;Restaurant;14235;-78.83904369;35.71089517;M;"{""type"": ""Point"", ""coordinates"": [-78.83904635095267, 35.71090222643736]}";35.7109022264,-78.839046351
1325971;04092021938;CIRCLE K #3797;302 E WILLIAMS ST;;APEX;NC;27502;(919) 387-3947;2016-02-23T20:00:00-05:00;Food Stand;14293;-78.85121029;35.72585566;M;"{""type"": ""Point"", ""coordinates"": [-78.85121296127585, 35.72586272102094]}";35.725862721,-78.8512129613
1325987;04092018224;The Pho Place;3607-117 FALLS RIVER  AVE;;RALEIGH;NC;27614;(919) 900-7518;2019-11-06T20:00:00-05:00;Restaurant;14330;-78.56526166;35.93010621;M;"{""type"": ""Point"", ""coordinates"": [-78.56526425126478, 35.93011332278713]}";35.9301133228,-78.5652642513
1325997;04092016822;SUBWAY #11874;411 S Main ST;;ROLESVILLE;NC;27571-9664;(919) 554-3511;2014-11-30T20:00:00-05:00;Restaurant;14415;-78.46634601;35.91624751;T;"{""type"": ""Point"", ""coordinates"": [-78.46634857139615, 35.91625462538733]}";35.9162546254,-78.4663485714
1325998;04092015519;GOLDEN CHINA CHINESE RESTAURANT;2432 SW CARY PKY;;CARY;NC;27513;(919) 380-7891;2009-11-23T20:00:00-05:00;Restaurant;14430;-78.82085718;35.76363975;M;"{""type"": ""Point"", ""coordinates"": [-78.82085984154631, 35.76364681855722]}";35.7636468186,-78.8208598415
1326001;04092015891;AVIATOR SMOKEHOUSE;525 Broad  ST;;FUQUAY VARINA;NC;27526;(919) 567-2337;2011-02-17T20:00:00-05:00;Restaurant;14435;-78.79375457;35.59301324;M;"{""type"": ""Point"", ""coordinates"": [-78.79375721522784, 35.59302027795172]}";35.593020278,-78.7937572152
1326002;04092015832;THE LEMON TREE SHOPPING CAFE;113 S WHITE  ST;;WAKE FOREST;NC;27587;(919) 578-5808;2010-11-23T20:00:00-05:00;Restaurant;14449;-78.50924596;35.9788861;M;"{""type"": ""Point"", ""coordinates"": [-78.50924853730469, 35.978893222189704]}";35.9788932222,-78.5092485373
1326006;04092018102;Marco's Pizza;11712 RETAIL DR;;WAKE FOREST;NC;27587-7349;;2019-05-19T22:00:00-04:00;Restaurant;14483;-78.5434927;35.96629568;M;"{""type"": ""Point"", ""coordinates"": [-78.54349528619476, 35.966302801852514]}";35.9663028019,-78.5434952862
1326007;04092018237;Aviator Pizzeria & Beer Shop;601 E BROAD ST;;FUQUAY VARINA;NC;27526-1709;(919) 346-8206;2019-11-20T20:00:00-05:00;Restaurant;14495;-78.79336998;35.59304892;M;"{""type"": ""Point"", ""coordinates"": [-78.79337262200372, 35.593055951670785]}";35.5930559517,-78.793372622
1326010;04092017278;WENDYS 6301;790 W Williams ST;;APEX;NC;27502;(919) 367-9483;2016-08-04T22:00:00-04:00;Restaurant;14529;-78.86423063;35.73836329;M;"{""type"": ""Point"", ""coordinates"": [-78.86423330075091, 35.73837035676882]}";35.7383703568,-78.8642333008
1326018;04092018471;Aye Toro;303 MATTHEWS DR;;HOLLY SPRINGS;NC;27540;;2020-10-26T21:00:00-04:00;Restaurant;14553;-78.79440661;35.66435998;M;"{""type"": ""Point"", ""coordinates"": [-78.79440925659833, 35.66436703293]}";35.6643670329,-78.7944092566
1326029;04092015656;ON THE BORDER;1102 WALNUT ST;;CARY;NC;27511-4735;(919) 439-5030;2010-06-29T22:00:00-04:00;Restaurant;14610;-78.76331531;35.77087785;M;"{""type"": ""Point"", ""coordinates"": [-78.76331795242973, 35.77088491918101]}";35.7708849192,-78.7633179524
1326032;04092016713;Red Lobster;4408 Old Wake Forest RD;;RALEIGH;NC;27609-6233;(919) 872-5608;2014-07-17T22:00:00-04:00;Restaurant;14622;-78.61058275;35.84113884;M;"{""type"": ""Point"", ""coordinates"": [-78.61058535641257, 35.84114592931658]}";35.8411459293,-78.6105853564
1326039;04092021380;Harris Teeter #69 Deli /Bakery;3201-123 Edwards Mill RD;;RALEIGH;NC;27612;(919) 781-8776;2006-04-20T22:00:00-04:00;Food Stand;14641;-78.70556784;35.82545067;M;"{""type"": ""Point"", ""coordinates"": [-78.70557046958763, 35.82545775129337]}";35.8254577513,-78.7055704696
1326051;04092014826;Jimmy John's #791;1904-103 NW Maynard RD;;CARY;NC;27513;(919) 462-6252;2007-03-11T21:00:00-04:00;Restaurant;14694;-78.79592213;35.79878903;M;"{""type"": ""Point"", ""coordinates"": [-78.7959247831377, 35.798796111436225]}";35.7987961114,-78.7959247831
1326055;04092018500;Wegmans #108 Pizza & Subs;1200 Wake Towne DR;;RALEIGH;NC;27609;(984) 960-5600;2020-10-28T21:00:00-04:00;Restaurant;14749;-78.62082753;35.82131925;M;"{""type"": ""Point"", ""coordinates"": [-78.62083013664399, 35.82132633841984]}";35.8213263384,-78.6208301366
1326057;04092015380;CROSSROADS STADIUM 20 UNIT #1874;501 CAITBOO AVE;;CARY;NC;27518;(919) 816-0220;2009-04-12T22:00:00-04:00;Restaurant;14763;-78.73520323;35.75834188;M;"{""type"": ""Point"", ""coordinates"": [-78.73520586536881, 35.758348949962425]}";35.75834895,-78.7352058654
1326060;04092021696;PULLEN PLACE CAFE & CATERING;520 ASHE AVE;;RALEIGH;NC;27606;(919) 829-7180;2011-11-14T20:00:00-05:00;Food Stand;14771;-78.66378506;35.78166418;M;"{""type"": ""Point"", ""coordinates"": [-78.66378767566147, 35.781671258096786]}";35.7816712581,-78.6637876757
1326066;04092025235;Fuquay Meat Market;112 W Vance ST;;Fuquay-Varina;NC;27526;(919) 346-1267;2018-12-18T20:00:00-05:00;Food Stand;14816;-78.80040997;35.58230126;M;"{""type"": ""Point"", ""coordinates"": [-78.80041262183644, 35.58230829430099]}";35.5823082943,-78.8004126218
1326067;04092300268;CARLIE C'S MEAT #810;506 W GANNON AVE;;ZEBULON;NC;27579;;2015-01-22T20:00:00-05:00;Meat Market;14850;-78.3247251;35.82139459;M;"{""type"": ""Point"", ""coordinates"": [-78.32472762055635, 35.821401687953]}";35.821401688,-78.3247276206
1326068;04092018001;Che Empanadas;500-115 E Davie ST;;RALEIGH;NC;27601;(919) 360-6656;2018-12-16T20:00:00-05:00;Restaurant;14815;-78.63247092;35.77531669;M;"{""type"": ""Point"", ""coordinates"": [-78.63247352567137, 35.77532377171242]}";35.7753237717,-78.6324735257
1326069;04092016317;PDQ #506;6305 FALLS OF NEUSE RD;;RALEIGH;NC;27615;(919) 803-1171;2012-12-06T20:00:00-05:00;Restaurant;14851;-78.62139862;35.86883928;M;"{""type"": ""Point"", ""coordinates"": [-78.62140123158218, 35.868846382170325]}";35.8688463822,-78.6214012316
1326073;04092014932;Babymoon Cafe;100 Jerusalem DR;;MORRISVILLE;NC;27560;(919) 465-9006;2007-08-23T22:00:00-04:00;Restaurant;14873;-78.82707041;35.85102001;M;"{""type"": ""Point"", ""coordinates"": [-78.82707308154664, 35.85102709826493]}";35.8510270983,-78.8270730815
1326074;04092018006;Publix 1551 Deli;9640 Leesville RD;;Raleigh;NC;27613;(919) 848-3480;2018-11-25T20:00:00-05:00;Restaurant;14876;-78.72728627;35.90563318;M;"{""type"": ""Point"", ""coordinates"": [-78.72728891651195, 35.90564028554823]}";35.9056402855,-78.7272889165
1326075;04092018030;Randys Pizza;13200 FALLS OF NEUSE RD;STE 161-163;RALEIGH;NC;27614;(919) 554-1000;2019-01-21T20:00:00-05:00;Restaurant;14881;-78.55981965;35.9407555;M;"{""type"": ""Point"", ""coordinates"": [-78.55982224150527, 35.94076261345542]}";35.9407626135,-78.5598222415
1326076;04092021763;SHEETZ #525;10700 CHAPEL HILL RD;;MORRISVILLE;NC;27560;(919) 426-0073;2013-10-17T22:00:00-04:00;Food Stand;14884;-78.83609523;35.8469155;M;"{""type"": ""Point"", ""coordinates"": [-78.83609790059508, 35.84692258602943]}";35.846922586,-78.8360979006
